VILLE;DEPARTEMENT;CODE INSEE;NOM DU SITE;GROUPE DE DECHETS;SOUS-GROUPE DE DECHETS;DESCRIPTION PHYSIQUE;CATEGORIE;FAMILLE IN;VOLUME EQUIVALENT CONDITIONNE;MAJORATION;ACTIVITE ( Bq);PRINCIPAUX RADIONUCLEIDES
VAYRES;33;87199;ARMEE DE TERRE - ZT SO - 3EME RMAT VAYRES;Pastille AA52;;DVN Guidons Tritium (0,5 m3 - 11151 unite);AUTRES;S02;0;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;3H
VAYRES;33;87199;ARMEE DE TERRE - ZT SO - 3EME RMAT VAYRES;Déchets TFA;;déchets ferrailles (1 m3 - 0,95 t - 1 unite);TFA;TFA-11;1;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;226Ra
VAYRES;33;87199;ARMEE DE TERRE - ZT SO - 3EME RMAT VAYRES;Déchets FA-VL;;divers (sacs vinyle ...) (0,256 m3 - 0,256 t - 242 unite);FA-VL;DIV6-11;0,256;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;3H
VAYRES;33;87199;ARMEE DE TERRE - ZT SO - 3EME RMAT VAYRES;Appareil de pointage;;APX L924 (F4) et modèle F9 (0,274 m3 - 160 unite);AUTRES;S02;0;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;226Ra
VAYRES;33;87199;ARMEE DE TERRE - ZT SO - 3EME RMAT VAYRES;Guidon complet DVN FSA 49/56;;tritium (0,054 m3 - 0,054 t - 663 unite);AUTRES;S02;0;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;3H
VAYRES;33;87199;ARMEE DE TERRE - ZT SO - 3EME RMAT VAYRES;Guidon complet DVN FSA 49/56;;Radium (0,684 m3 - 0,684 t - 96785 unite);AUTRES;S02;0;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;226Ra
VAYRES;33;87199;ARMEE DE TERRE - ZT SO - 3EME RMAT VAYRES;Divers;;Niveau de secours (0,288 m3 - 0,288 t - 1244 unite);AUTRES;S02;0;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;3H, 226Ra
VAYRES;33;87199;ARMEE DE TERRE - ZT SO - 3EME RMAT VAYRES;Divers;;EPI (0,056 m3 - 0,056 t - 3 unite);AUTRES;S02;0;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;3H, 226Ra
VAYRES;33;87199;ARMEE DE TERRE - ZT SO - 3EME RMAT VAYRES;Dispositif détecteur incendie;;détecteur américium (0,015 m3 - 0,015 t - 31 unite);AUTRES;S01;0;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;Am
VAYRES;33;87199;ARMEE DE TERRE - ZT SO - 3EME RMAT VAYRES;Postes trans ER95;;Face avant (0,0205 m3 - 0,0205 t - 1499 unite);AUTRES;S02;0;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;3H
VAYRES;33;87199;ARMEE DE TERRE - ZT SO - 3EME RMAT VAYRES;Postes trans ER95;;Boutons (0,0665 m3 - 0,067 t - 2337 unite);AUTRES;S02;0;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;3H
VAYRES;33;87199;ARMEE DE TERRE - ZT SO - 3EME RMAT VAYRES;Cadrans;;Cadrans KH2 (0,08 m3 - 0,08 t - 2575 unite);AUTRES;S02;0;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;3H, 226Ra
VAYRES;33;87199;ARMEE DE TERRE - ZT SO - 3EME RMAT VAYRES;Electronique HAWK;Composant electronique;TUBES ELECTRONIQUES (0,353 m3 - 2808 unite);TFA;TFA-11;0,353;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;3H, 60Co, 85Kr, 226Ra, 232Th, 183Re
VAYRES;33;87199;ARMEE DE TERRE - ZT SO - 3EME RMAT VAYRES;Boussole;;AIGUILLES BOUSSOLES (1,7 t - 20877 unite);AUTRES;S02;0;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;3H, 226Ra
VAYRES;33;87199;ARMEE DE TERRE - ZT SO - 3EME RMAT VAYRES;COMPTEURS;;TABLEAU DE BORD VAB (2 m3 - 33 unité);AUTRES;S02;0;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;3H
VAYRES;33;87199;ARMEE DE TERRE - ZT SO - 3EME RMAT VAYRES;COMPTEURS;;JAUGE A COMBUSTIBLE PAA (0,2 m3 - 2 unite);AUTRES;S02;0;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;3H
VAYRES;33;87199;ARMEE DE TERRE - ZT SO - 3EME RMAT VAYRES;COMPTEURS;;ALTIMÈTRES EL 36 (1 m3 - 136 unité);AUTRES;S02;0;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;3H
VAYRES;33;87199;ARMEE DE TERRE - ZT SO - 3EME RMAT VAYRES;COMPTEURS;;COMPTEUR GBC 8KT (1 m3 - 312 unite);AUTRES;S02;0;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;3H
MONTFERRAT;83;38256;ARMEE DE TERRE - ZT SUD - 1 RCA - MONTFERRAT;Déchets de tir missiles;;Morceaux métalliques, fibres et poussières. (66 m3 );TFA;TFA-11;66;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;232Th
LA CAVALERIE;12;12063;ARMEE DE TERRE - ZT SUD - 13eme DBLE - LA CAVALERIE;Fûts de thorium;Traceurs contenant la partie thoriée;Traceurs au thorium (0,4 m3 );TFA;TFA-11;0,4;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;232Th
LA CAVALERIE;12;12063;ARMEE DE TERRE - ZT SUD - 13eme DBLE - LA CAVALERIE;Résidus de tirs missiles;Morceaux métalliques, fibres et poussières;Big-bag contenant les éléments issus du tir (30 m3 );TFA;TFA-11;30;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;232Th
NIMES;30;30189;ARMEE DE TERRE - ZT SUD - 4ème RMAT - NIMES;Déchets solides;;Boussoles au tritium (1,872 m3 - 0,325 t - 5202 boussoles);AUTRES;S02;0;<;Données mises à jour à chaque nouvelle édition de l'Inventaire national;3H
NIMES;30;30189;ARMEE DE TERRE - ZT SUD - 4ème RMAT - NIMES;Déchets solides;;Boussoles au radium (0,2 m3 - 0,045 t - 158 boussoles);AUTRES;S02;0;<;Données mises à jour à chaque nouvelle édition de l'Inventaire national;226Ra
NIMES;30;30189;ARMEE DE TERRE - ZT SUD - 4ème RMAT - NIMES;Déchets solides;;Cadrans, indicateurs au tritium (0,467 m3 - 0,054 t - 1167 objets);AUTRES;S02;0;<;Données mises à jour à chaque nouvelle édition de l'Inventaire national;
NIMES;30;30189;ARMEE DE TERRE - ZT SUD - 4ème RMAT - NIMES;Déchets solides;;Cadrans, indicateurs au radium (0,1 m3 - 0,1 t - 0,1 échantillons);FA-VL;DIV9-11;0,1;<;Données mises à jour à chaque nouvelle édition de l'Inventaire national;
NIMES;30;30189;ARMEE DE TERRE - ZT SUD - 4ème RMAT - NIMES;Déchets solides;;Déchets technologiques (0,152 m3 - 0,12 t );TFA;TFA-11;0,152;<;Données mises à jour à chaque nouvelle édition de l'Inventaire national;3H
NIMES;30;30189;ARMEE DE TERRE - ZT SUD - 4ème RMAT - NIMES;Déchets solides;;Dispositifs de visée au tritium (0,057 m3 - 0,018 t - 2190 objets);AUTRES;S02;0;<;Données mises à jour à chaque nouvelle édition de l'Inventaire national;3H
NIMES;30;30189;ARMEE DE TERRE - ZT SUD - 4ème RMAT - NIMES;Déchets solides;;Dispositifs de visée au radium (0,1 m3 objets);AUTRES;S02;0;<;Données mises à jour à chaque nouvelle édition de l'Inventaire national;226Ra
NIMES;30;30189;ARMEE DE TERRE - ZT SUD - 4ème RMAT - NIMES;Déchets solides;;Echantilons de laboratoire (0,028 m3 - 0,01 t - 5 échantillons);FA-VL;DIV9-11;0,028;<;Données mises à jour à chaque nouvelle édition de l'Inventaire national;226Ra, U
NIMES;30;30189;ARMEE DE TERRE - ZT SUD - 4ème RMAT - NIMES;Déchets solides;;Pièces métalliques (0,011 m3 - 0,0089 t - 398 pièce);FA-VL;DIV9-11;0,011;<;Données mises à jour à chaque nouvelle édition de l'Inventaire national;232Th
NIMES;30;30189;ARMEE DE TERRE - ZT SUD - 4ème RMAT - NIMES;Déchets solides;;Déchets divers (0,005 m3 - 0,000288 t - 9 objets);FA-VL;DIV9-11;0,005;<;Données mises à jour à chaque nouvelle édition de l'Inventaire national;226Ra, 238U
CHILLY-MAZARIN;91;91161;AUTOROUTE A126 - CHILLY-MAZARIN;Déchets;Déchets provenant de l'assainissement de l'usine de la Société Nouvelle du Radium;Terres dont l'activité moyenne en 226Ra est de 3 Bq/g (radium 226 en équilibre avec ses descendants + présence d'uranium naturel) (1700 m3 );AUTRES;DSH;1700;<;Données mises à jour à chaque nouvelle édition de l'Inventaire national;226Ra, U
CHILLY-MAZARIN;91;91161;AUTOROUTE A126 - CHILLY-MAZARIN;Déchets;Déchets provenant de l'assainissement de l'usine du Bouchet;Gravats dont l'activité moyenne en U naturel (l'uranium n'est pas toujours en équilibre avec ses descendants) est de 2,8 Bq/g (2200 m3 );AUTRES;DSH;2200;<;Données mises à jour à chaque nouvelle édition de l'Inventaire national;U
GIDY;45;45154;BIOLOGIE SERVIER - TOXICOLOGIE;Déchets de laboratoire;;SL: flacons de scintillation (0,24 m3 unite);FMA-VC;F3-7-01;0,01416;<;Données mises à jour à chaque nouvelle édition de l'Inventaire national;3H, 14C
GIDY;45;45154;BIOLOGIE SERVIER - TOXICOLOGIE;Déchets de laboratoire;;SO: matériel biologique (0,2 m3 unite);FMA-VC;F3-7-01;0,0158;<;Données mises à jour à chaque nouvelle édition de l'Inventaire national;3H, 14C
GIDY;45;45154;BIOLOGIE SERVIER - TOXICOLOGIE;Déchets de laboratoire;;SI: solides incinérables (1,5 m3 unite);FMA-VC;F3-7-01;0,1185;<;Données mises à jour à chaque nouvelle édition de l'Inventaire national;3H, 14C
GIDY;45;45154;BIOLOGIE SERVIER - TOXICOLOGIE;Déchets de laboratoire;;LA: déchets liquides (0,005 m3 unite);FMA-VC;F3-7-01;0;<;Données mises à jour à chaque nouvelle édition de l'Inventaire national;3H, 14C
LE COUDRAY-MONTCEAUX;91;91179;BUTTE DE MONTBOUCHER - MONTBOUCHER;Déchets;Terres et gravats provenant de l'assainissement de l'usine du Bouchet (activités massiques moyennes mesurées égales à 0,75 Bq/g en 226Ra et 0,32 Bq/g en 228Ra);Déchets avec présence d'uranium naturel et de thorium (l'uranium et le thorium ne sont pas toujours en équilibre avec leurs descendants) (36765 t );AUTRES;DSH;24511,2255;<;Données mises à jour à chaque nouvelle édition de l'Inventaire national;226Ra, 228Ra, U, Th
LE COUDRAY-MONTCEAUX;91;91179;BUTTE DE MONTBOUCHER - MONTBOUCHER;Déchets;Terres et gravats provenant des décontaminations de terrains à proximité de l'usine de la Société Nouvelle du Radium;Déchets dont l'activité globale en uranium naturel et en 226Ra n'est pas significative (75 m3 );AUTRES;DSH;75;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;226Ra, U
SAINT-PAUL-LES-DURANCE;13;13099;CEA CIVIL - CENTRE DE CADARACHE;Déchets en attente de traitement;ICPE bât 166 et 186 (IRSN);Amiante (2 Big-Bag(s));TFA;TFA-06;2;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;ND
SAINT-PAUL-LES-DURANCE;13;13099;CEA CIVIL - CENTRE DE CADARACHE;Déchets en attente de traitement;ICPE bât 166 et 186 (IRSN);DEEE (1 Fût(s) 200 litres);TFA;TFA-06;0,2;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;137Cs
SAINT-PAUL-LES-DURANCE;13;13099;CEA CIVIL - CENTRE DE CADARACHE;Déchets en attente de traitement;ICPE bât 166 et 186 (IRSN);DEEE (1 Fût(s));FMA-VC;DIV3-06;0,1;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;ND
SAINT-PAUL-LES-DURANCE;13;13099;CEA CIVIL - CENTRE DE CADARACHE;Déchets en attente de traitement;ICPE bât 203 HRT;Marcalina (1,9 m3 );TFA;TFA-05;1,9;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;3H
SAINT-PAUL-LES-DURANCE;13;13099;CEA CIVIL - CENTRE DE CADARACHE;Déchets en attente de traitement;ICPE bât 203 HRT;Déchets divers  : mercure, NaK, filtres (2,5 m3 );TFA;TFA-05;2,5;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;ND
SAINT-PAUL-LES-DURANCE;13;13099;CEA CIVIL - CENTRE DE CADARACHE;Déchets en attente de traitement;ICPE bât 203 HRT;DEEE (4 m3 );TFA;TFA-05;4;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;ND
SAINT-PAUL-LES-DURANCE;13;13099;CEA CIVIL - CENTRE DE CADARACHE;Déchets en attente de traitement;ICPE bât 225 COMIR;Amiante (0,04 m3 );TFA;TFA-05;0,04;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;ND
SAINT-PAUL-LES-DURANCE;13;13099;CEA CIVIL - CENTRE DE CADARACHE;Déchets en attente de traitement;ICPE bât 225 COMIR;DEEE (3 Fût(s) 200 litres);TFA;TFA-05;0,6;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;ND
SAINT-PAUL-LES-DURANCE;13;13099;CEA CIVIL - CENTRE DE CADARACHE;Déchets en attente de traitement;ICPE bât 315 Laboratoire UO2;Déchets liquides aqueux alpha : nitrate d'uranium (11 Bidon(s) );FMA-VC;DIV3-05;0,088;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;U
SAINT-PAUL-LES-DURANCE;13;13099;CEA CIVIL - CENTRE DE CADARACHE;Déchets en attente de traitement;ICPE bât 315 Laboratoire UO2;Fûts 200 L pour l'ammoniaque (4 Fût(s) 200 litres);FMA-VC;DIV3-05;0,8;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;ND
SAINT-PAUL-LES-DURANCE;13;13099;CEA CIVIL - CENTRE DE CADARACHE;Déchets en attente de traitement;ICPE bât 315 Laboratoire UO2;DEEE (1 m3 );TFA;TFA-05;1;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;ND
SAINT-PAUL-LES-DURANCE;13;13099;CEA CIVIL - CENTRE DE CADARACHE;Déchets en attente de traitement;ICPE bât 315 Laboratoire UO2;Produits chimiques (0,01 m3 );TFA;TFA-05;0,01;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;ND
SAINT-PAUL-LES-DURANCE;13;13099;CEA CIVIL - CENTRE DE CADARACHE;Déchets en attente de traitement;ICPE bât 315 Laboratoire UO2;DEEE (1 Fût(s));FMA-VC;DIV3-05;0,2;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;ND
SAINT-PAUL-LES-DURANCE;13;13099;CEA CIVIL - CENTRE DE CADARACHE;Déchets en attente de traitement;ICPE bât 315 Laboratoire UO2;Mercure, CMR, briques (3,69 m3 );TFA;TFA-05;3,69;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;ND
SAINT-PAUL-LES-DURANCE;13;13099;CEA CIVIL - CENTRE DE CADARACHE;Déchets en attente de traitement;ICPE bât 327 et 190 (IRSN);Amiante (0,01 m3 );TFA;TFA-06;0,01;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;ND
SAINT-PAUL-LES-DURANCE;13;13099;CEA CIVIL - CENTRE DE CADARACHE;Déchets en attente de traitement;ICPE bât 327 et 190 (IRSN);DEEE (0,015 m3 );TFA;TFA-06;0,015;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;226Ra
SAINT-PAUL-LES-DURANCE;13;13099;CEA CIVIL - CENTRE DE CADARACHE;Déchets en attente de traitement;ICPE bât 346 Galaxie;Sodium contaminé des 3 réservoirs Galaxie (20,8 t );FMA-VC;F3-4-01;977,6;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;60Co, 63Ni, 90Sr, 137Cs
SAINT-PAUL-LES-DURANCE;13;13099;CEA CIVIL - CENTRE DE CADARACHE;Déchets en attente de traitement;ICPE bât 411 MMB;Déchets amiantés (9 Unité(s));TFA;TFA-05;90;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;137Cs
SAINT-PAUL-LES-DURANCE;13;13099;CEA CIVIL - CENTRE DE CADARACHE;Déchets en attente de traitement;INB 123 LEFCA;Déchets électroniques (4,5 m3 );TFA;TFA-05;4,5;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;60Co, 137Cs
SAINT-PAUL-LES-DURANCE;13;13099;CEA CIVIL - CENTRE DE CADARACHE;Déchets en attente de traitement;INB 123 LEFCA;Tube RX (1 Fût(s) 200 litres);TFA;TFA-05;0,2;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;60Co, 137Cs
SAINT-PAUL-LES-DURANCE;13;13099;CEA CIVIL - CENTRE DE CADARACHE;Déchets en attente de traitement;INB 123 LEFCA;Déchets électroniques (1 Fût(s) 200 litres);FMA-VC;DIV3-05;0,2;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;ND
SAINT-PAUL-LES-DURANCE;13;13099;CEA CIVIL - CENTRE DE CADARACHE;Déchets en attente de traitement;INB 123 LEFCA;Déchets incinérables (4 Fût(s) 118 L PE);FMA-VC;F3-7-01;0,036;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;ND
SAINT-PAUL-LES-DURANCE;13;13099;CEA CIVIL - CENTRE DE CADARACHE;Déchets en attente de traitement;INB 123 LEFCA;Déchets amiantés (1 Fût(s));FMA-VC;DIV3-05;0,118;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;ND
SAINT-PAUL-LES-DURANCE;13;13099;CEA CIVIL - CENTRE DE CADARACHE;Déchets en attente de traitement;INB 123 LEFCA;Déchets divers (0,305 m3 );FMA-VC;DIV3-05;0,305;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;ND
SAINT-PAUL-LES-DURANCE;13;13099;CEA CIVIL - CENTRE DE CADARACHE;Déchets en attente de traitement;INB 156 CHICADE;Déchets vracs mélanges divers (0,3 m3 );TFA;TFA-05;0,3;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;ND
SAINT-PAUL-LES-DURANCE;13;13099;CEA CIVIL - CENTRE DE CADARACHE;Déchets en attente de traitement;INB 156 CHICADE;Mélange bitumeux (1 Fût(s) 200 litres);TFA;TFA-05;0,2;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;ND
SAINT-PAUL-LES-DURANCE;13;13099;CEA CIVIL - CENTRE DE CADARACHE;Déchets en attente de traitement;INB 156 CHICADE;DEEE, produits chimiques (0,5 m3 );TFA;TFA-05;0,5;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;ND
SAINT-PAUL-LES-DURANCE;13;13099;CEA CIVIL - CENTRE DE CADARACHE;Déchets en attente de traitement;INB 156 CHICADE;DEEE (3,2 m3 );TFA;TFA-05;3,2;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;ND
SAINT-PAUL-LES-DURANCE;13;13099;CEA CIVIL - CENTRE DE CADARACHE;Déchets en attente de traitement;INB 156 CHICADE;DEEE (0,6 m3 );FMA-VC;DIV3-05;0,6;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;137Cs, Pu
SAINT-PAUL-LES-DURANCE;13;13099;CEA CIVIL - CENTRE DE CADARACHE;Déchets en attente de traitement;INB 22 PEGASE - CASCAD;Déchets contenant de l'amiante (4,5 m3 );TFA;TFA-05;4,5;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;ND
SAINT-PAUL-LES-DURANCE;13;13099;CEA CIVIL - CENTRE DE CADARACHE;Déchets en attente de traitement;INB 24 CABRI;Amiante (1 m3 );TFA;TFA-05;0,3;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;ND
SAINT-PAUL-LES-DURANCE;13;13099;CEA CIVIL - CENTRE DE CADARACHE;Déchets en attente de traitement;INB 24 CABRI;Pièges à césium - déchets sodés (0,045 m3 );MA-VL;DIV2-05;0,045;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;137Cs
SAINT-PAUL-LES-DURANCE;13;13099;CEA CIVIL - CENTRE DE CADARACHE;Déchets en attente de traitement;INB 24 CABRI;Déchets divers (0,06 m3 );TFA;TFA-05;0,06;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;ND
SAINT-PAUL-LES-DURANCE;13;13099;CEA CIVIL - CENTRE DE CADARACHE;Déchets en attente de traitement;INB 24 CABRI;Parties basses des cellules SCARABEE et CABRI (0,5 m3 );MA-VL;DIV2-05;0,5;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;ND
SAINT-PAUL-LES-DURANCE;13;13099;CEA CIVIL - CENTRE DE CADARACHE;Déchets en attente de traitement;INB 24 CABRI;Pièges froids économiseurs (4 Unité(s));MA-VL;DIV2-05;0,52;<;Données mises à jour à chaque nouvelle édition de l'Inventaire national;137Cs, 134Cs
SAINT-PAUL-LES-DURANCE;13;13099;CEA CIVIL - CENTRE DE CADARACHE;Déchets en attente de traitement;INB 24 CABRI;Déchets sodés (8 Conteneur(s) CEAU);TFA;TFA-05;88;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;ND
SAINT-PAUL-LES-DURANCE;13;13099;CEA CIVIL - CENTRE DE CADARACHE;Déchets en attente de traitement;INB 24 CABRI;Débitmètre NaK et surfût sodé (2 Unité(s));FMA-VC;DIV3-05;0,44;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;ND
SAINT-PAUL-LES-DURANCE;13;13099;CEA CIVIL - CENTRE DE CADARACHE;Déchets en attente de traitement;INB 24 CABRI;Tige d'instrumentation SCARABEE et tête graphite (2 Unité(s));MA-VL;DIV2-05;0,2;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;ND
SAINT-PAUL-LES-DURANCE;13;13099;CEA CIVIL - CENTRE DE CADARACHE;Déchets en attente de traitement;INB 24 CABRI;DEEE (0,2 m3 );TFA;TFA-05;0,2;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;ND
SAINT-PAUL-LES-DURANCE;13;13099;CEA CIVIL - CENTRE DE CADARACHE;Déchets en attente de traitement;INB 24 CABRI;Surfût sodés - Sodium contaminé (1,2 m3 );TFA;TFA-05;1,2;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;137Cs, Pu
SAINT-PAUL-LES-DURANCE;13;13099;CEA CIVIL - CENTRE DE CADARACHE;Déchets en attente de traitement;INB 25 RAPSODIE;Déchets amiantés (8 Big-Bag(s));TFA;TFA-05;8;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;ND
SAINT-PAUL-LES-DURANCE;13;13099;CEA CIVIL - CENTRE DE CADARACHE;Déchets en attente de traitement;INB 25 RAPSODIE;Gravats souillés au sodium (0,025 m3 );TFA;TFA-05;0,025;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;ND
SAINT-PAUL-LES-DURANCE;13;13099;CEA CIVIL - CENTRE DE CADARACHE;Déchets en attente de traitement;INB 25 RAPSODIE;Produits chimiques divers (1 m3 );TFA;TFA-05;1;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;137Cs
SAINT-PAUL-LES-DURANCE;13;13099;CEA CIVIL - CENTRE DE CADARACHE;Déchets en attente de traitement;INB 25 RAPSODIE;Déchets souillés au mercure (9 m3 );FMA-VC;DIV3-05;9;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;ND
SAINT-PAUL-LES-DURANCE;13;13099;CEA CIVIL - CENTRE DE CADARACHE;Déchets en attente de traitement;INB 25 RAPSODIE;DEEE (25 Unité(s));TFA;TFA-05;5;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;ND
SAINT-PAUL-LES-DURANCE;13;13099;CEA CIVIL - CENTRE DE CADARACHE;Déchets en attente de traitement;INB 25 RAPSODIE;Soude contaminée (1,8 m3 );FMA-VC;DIV3-05;1,8;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;137Cs
